"activity" "subjectId" "variable" "value"
"SITTING" 16 "meanFrequencyBodyAccelerationMean-Y" -0.671572147098798
"SITTING" 16 "meanFrequencyBodyAccelerationMean-Z" -0.660989948160437
"SITTING" 16 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.656969045058415
"SITTING" 16 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.661844530506831
"SITTING" 16 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.605646725307104
"SITTING" 16 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.713167613706148
"SITTING" 16 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.729869398769672
"SITTING" 16 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.87277228273224
"SITTING" 16 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.886533212213115
"SITTING" 16 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.81712881920765
"SITTING" 16 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.802078223409836
"SITTING" 16 "meanFrequencyBodyGyroscopeMean-X" -0.789780147036612
"SITTING" 16 "meanFrequencyBodyGyroscopeMean-Y" -0.815962130027322
"SITTING" 16 "meanFrequencyBodyGyroscopeMean-Z" -0.756286641721311
"SITTING" 16 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.804991831502732
"SITTING" 16 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.809421448142077
"SITTING" 16 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.756993640724044
"SITTING" 16 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.725246870486339
"SITTING" 16 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.719647028238525
"SITTING" 16 "meanTimeBodyAccelerationJerkMean-X" 0.0775488885374317
"SITTING" 16 "meanTimeBodyAccelerationJerkMean-Y" 0.00884018328270219
"SITTING" 16 "meanTimeBodyAccelerationJerkMean-Z" -0.00143730005564208
"SITTING" 16 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.72786174352459
"SITTING" 16 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.735080198043716
"SITTING" 16 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.767873049380055
"SITTING" 16 "meanTimeBodyAccelerationMagnitudeMean" -0.616131116889044
"SITTING" 16 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.661719690491803
"SITTING" 16 "meanTimeBodyAccelerationMean-X" 0.277887440374317
"SITTING" 16 "meanTimeBodyAccelerationMean-Y" -0.0158567888309016
"SITTING" 16 "meanTimeBodyAccelerationMean-Z" -0.107263924445355
"SITTING" 16 "meanTimeBodyAccelerationStandardDeviation-X" -0.668161498298634
"SITTING" 16 "meanTimeBodyAccelerationStandardDeviation-Y" -0.649947067892896
"SITTING" 16 "meanTimeBodyAccelerationStandardDeviation-Z" -0.603819902386066
"SITTING" 16 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.860446372459016
"SITTING" 16 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.87480016568306
"SITTING" 16 "meanTimeBodyGyroscopeJerkMean-X" -0.107361614801257
"SITTING" 16 "meanTimeBodyGyroscopeJerkMean-Y" -0.0416615668939617
"SITTING" 16 "meanTimeBodyGyroscopeJerkMean-Z" -0.0539470410873497
"SITTING" 16 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.858298719153005
"SITTING" 16 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.86957312057377
"SITTING" 16 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.837039926065574
"SITTING" 16 "meanTimeBodyGyroscopeMagnitudeMean" -0.718168775628415
"SITTING" 16 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.78482286579235
"SITTING" 16 "meanTimeBodyGyroscopeMean-X" -0.0122341446725137
"SITTING" 16 "meanTimeBodyGyroscopeMean-Y" -0.0724444803980874
"SITTING" 16 "meanTimeBodyGyroscopeMean-Z" 0.0730144651530055
"SITTING" 16 "meanTimeBodyGyroscopeStandardDeviation-X" -0.799534450491803
"SITTING" 16 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.810124133715847
"SITTING" 16 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.737629967961749
"SITTING" 16 "meanTimeGravityAccelerationMagnitudeMean" -0.616131116889044
"SITTING" 16 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.661719690491803
"SITTING" 16 "meanTimeGravityAccelerationMean-X" 0.700906130308743
"SITTING" 16 "meanTimeGravityAccelerationMean-Y" -0.0605235993797814
"SITTING" 16 "meanTimeGravityAccelerationMean-Z" 0.0402075536234973
"SITTING" 16 "meanTimeGravityAccelerationStandardDeviation-X" -0.971156432131148
"SITTING" 16 "meanTimeGravityAccelerationStandardDeviation-Y" -0.964727519945355
"SITTING" 16 "meanTimeGravityAccelerationStandardDeviation-Z" -0.945294028639344
"SITTING" 17 "meanFrequencyBodyAccelerationJerkMean-X" -0.716681622653533
"SITTING" 17 "meanFrequencyBodyAccelerationJerkMean-Y" -0.694754837788043
"SITTING" 17 "meanFrequencyBodyAccelerationJerkMean-Z" -0.802528785896739
"SITTING" 17 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.67654494089212
"SITTING" 17 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.663158393238587
"SITTING" 17 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.822801747581522
"SITTING" 17 "meanFrequencyBodyAccelerationMagnitudeMean" -0.646189154826902
"SITTING" 17 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.687536943227717
"SITTING" 17 "meanFrequencyBodyAccelerationMean-X" -0.651780423718288
"SITTING" 17 "meanFrequencyBodyAccelerationMean-Y" -0.601741376260245
"SITTING" 17 "meanFrequencyBodyAccelerationMean-Z" -0.718947424896739
"SITTING" 17 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.59351017342337
"SITTING" 17 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.576930056063587
"SITTING" 17 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.656622932009511
"SITTING" 17 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.697575558993207
"SITTING" 17 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.692595778979891
"SITTING" 17 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.829124468315217
"SITTING" 17 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.833701023152174
"SITTING" 17 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.769498551467391
"SITTING" 17 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.782232494673913
"SITTING" 17 "meanFrequencyBodyGyroscopeMean-X" -0.728710411180707
"SITTING" 17 "meanFrequencyBodyGyroscopeMean-Y" -0.774745258994565
"SITTING" 17 "meanFrequencyBodyGyroscopeMean-Z" -0.726857840652174
"SITTING" 17 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.770057225710326
"SITTING" 17 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.761335243695652
"SITTING" 17 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.745101477910326
"SITTING" 17 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.696465197235054
"SITTING" 17 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.693946394750815
"SITTING" 17 "meanTimeBodyAccelerationJerkMean-X" 0.0814060565059783
"SITTING" 17 "meanTimeBodyAccelerationJerkMean-Y" 0.00848949673339674
"SITTING" 17 "meanTimeBodyAccelerationJerkMean-Z" 0.00270288011005435
"SITTING" 17 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.682603096154891
"SITTING" 17 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.668693821044565
"SITTING" 17 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.813339560652174
"SITTING" 17 "meanTimeBodyAccelerationMagnitudeMean" -0.568367244093859
"SITTING" 17 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.636074477703533
"SITTING" 17 "meanTimeBodyAccelerationMean-X" 0.274029548065217
"SITTING" 17 "meanTimeBodyAccelerationMean-Y" -0.0175416045074728
"SITTING" 17 "meanTimeBodyAccelerationMean-Z" -0.109199853130082
"SITTING" 17 "meanTimeBodyAccelerationStandardDeviation-X" -0.608455243870734
"SITTING" 17 "meanTimeBodyAccelerationStandardDeviation-Y" -0.567005319464348
"SITTING" 17 "meanTimeBodyAccelerationStandardDeviation-Z" -0.660582755619022
"SITTING" 17 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.810438232853261
"SITTING" 17 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.825255969701087
"SITTING" 17 "meanTimeBodyGyroscopeJerkMean-X" -0.107854170946467
"SITTING" 17 "meanTimeBodyGyroscopeJerkMean-Y" -0.039171944702962
"SITTING" 17 "meanTimeBodyGyroscopeJerkMean-Z" -0.0508496510874185
"SITTING" 17 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.788387981630435
"SITTING" 17 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.825988662771739
"SITTING" 17 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.808251302907609
"SITTING" 17 "meanTimeBodyGyroscopeMagnitudeMean" -0.676185123284103
"SITTING" 17 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.750145260967391
"SITTING" 17 "meanTimeBodyGyroscopeMean-X" -0.0146686177049565
"SITTING" 17 "meanTimeBodyGyroscopeMean-Y" -0.082710926198038
"SITTING" 17 "meanTimeBodyGyroscopeMean-Z" 0.077025064375462
"SITTING" 17 "meanTimeBodyGyroscopeStandardDeviation-X" -0.759011119945652
"SITTING" 17 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.764867040625
"SITTING" 17 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.720741038680163
"SITTING" 17 "meanTimeGravityAccelerationMagnitudeMean" -0.568367244093859
"SITTING" 17 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.636074477703533
"SITTING" 17 "meanTimeGravityAccelerationMean-X" 0.69893741138587
"SITTING" 17 "meanTimeGravityAccelerationMean-Y" -0.013734698125
"SITTING" 17 "meanTimeGravityAccelerationMean-Z" -0.0177042428953804
"SITTING" 17 "meanTimeGravityAccelerationStandardDeviation-X" -0.971771652907609
"SITTING" 17 "meanTimeGravityAccelerationStandardDeviation-Y" -0.958810046467391
"SITTING" 17 "meanTimeGravityAccelerationStandardDeviation-Z" -0.949039213831522
"SITTING" 19 "meanFrequencyBodyAccelerationJerkMean-X" -0.987032099230769
"SITTING" 19 "meanFrequencyBodyAccelerationJerkMean-Y" -0.976037100512821
"SITTING" 19 "meanFrequencyBodyAccelerationJerkMean-Z" -0.984388027179487
"SITTING" 19 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.988304746153846
"SITTING" 19 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.97953170525641
"SITTING" 19 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.988454999230769
"SITTING" 19 "meanFrequencyBodyAccelerationMagnitudeMean" -0.96946894948718
"SITTING" 19 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.966153062179487
"SITTING" 19 "meanFrequencyBodyAccelerationMean-X" -0.984255713846154
"SITTING" 19 "meanFrequencyBodyAccelerationMean-Y" -0.962408410897436
"SITTING" 19 "meanFrequencyBodyAccelerationMean-Z" -0.971502972692308
"SITTING" 19 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.983583491025641
"SITTING" 19 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.954567041538462
"SITTING" 19 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.955532340512821
"SITTING" 19 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.98231601974359
"SITTING" 19 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.982715393461538
"SITTING" 19 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.987124077051282
"SITTING" 19 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.985482119102564
"SITTING" 19 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.973814316410256
"SITTING" 19 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.964450168076923
"SITTING" 19 "meanFrequencyBodyGyroscopeMean-X" -0.973600250384615
"SITTING" 19 "meanFrequencyBodyGyroscopeMean-Y" -0.978913558846154
"SITTING" 19 "meanFrequencyBodyGyroscopeMean-Z" -0.972983852179487
"SITTING" 19 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.977522990769231
"SITTING" 19 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.971505860512821
"SITTING" 19 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.973696549102564
"SITTING" 19 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.985912167820513
"SITTING" 19 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.982970655897436
"SITTING" 19 "meanTimeBodyAccelerationJerkMean-X" 0.0754987303089744
"SITTING" 19 "meanTimeBodyAccelerationJerkMean-Y" 0.0101588435987179
"SITTING" 19 "meanTimeBodyAccelerationJerkMean-Z" 0.000933886249782051
"SITTING" 19 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.987056352564103
"SITTING" 19 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.976745864871795
"SITTING" 19 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.987054267692308
"SITTING" 19 "meanTimeBodyAccelerationMagnitudeMean" -0.967630046410256
"SITTING" 19 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.96428652051282
"SITTING" 19 "meanTimeBodyAccelerationMean-X" 0.274728278461538
"SITTING" 19 "meanTimeBodyAccelerationMean-Y" -0.0161937053371795
"SITTING" 19 "meanTimeBodyAccelerationMean-Z" -0.106971953217949
"SITTING" 19 "meanTimeBodyAccelerationStandardDeviation-X" -0.983706167948718
"SITTING" 19 "meanTimeBodyAccelerationStandardDeviation-Y" -0.955835759487179
"SITTING" 19 "meanTimeBodyAccelerationStandardDeviation-Z" -0.959403922307692
"SITTING" 19 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.988983329615385
"SITTING" 19 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.986067566025641
"SITTING" 19 "meanTimeBodyGyroscopeJerkMean-X" -0.0993183353846154
"SITTING" 19 "meanTimeBodyGyroscopeJerkMean-Y" -0.0412910828589744
"SITTING" 19 "meanTimeBodyGyroscopeJerkMean-Z" -0.0558204450128205
"SITTING" 19 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.982878405641026
"SITTING" 19 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.989480799358974
"SITTING" 19 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.985228984358974
"SITTING" 19 "meanTimeBodyGyroscopeMagnitudeMean" -0.956717993717949
"SITTING" 19 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.964276738076923
"SITTING" 19 "meanTimeBodyGyroscopeMean-X" -0.0239638268382051
"SITTING" 19 "meanTimeBodyGyroscopeMean-Y" -0.0659241056410256
"SITTING" 19 "meanTimeBodyGyroscopeMean-Z" 0.0855267904914103
"SITTING" 19 "meanTimeBodyGyroscopeStandardDeviation-X" -0.976500945769231
"SITTING" 19 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.973938295897436
"SITTING" 19 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.971535677820513
"SITTING" 19 "meanTimeGravityAccelerationMagnitudeMean" -0.967630046410256
"SITTING" 19 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.96428652051282
"SITTING" 19 "meanTimeGravityAccelerationMean-X" 0.759788574102564
"SITTING" 19 "meanTimeGravityAccelerationMean-Y" 0.0205548279487179
"SITTING" 19 "meanTimeGravityAccelerationMean-Z" 0.33369004425641
"SITTING" 19 "meanTimeGravityAccelerationStandardDeviation-X" -0.980547458076923
"SITTING" 19 "meanTimeGravityAccelerationStandardDeviation-Y" -0.974506892051282
"SITTING" 19 "meanTimeGravityAccelerationStandardDeviation-Z" -0.965898206923077
"STANDING" 1 "meanFrequencyBodyAccelerationJerkMean-X" -0.547348892435764
"STANDING" 1 "meanFrequencyBodyAccelerationJerkMean-Y" -0.507343617969859
"STANDING" 1 "meanFrequencyBodyAccelerationJerkMean-Z" -0.695305113832853
"STANDING" 1 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.543979776127867
"STANDING" 1 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.466251676533372
"STANDING" 1 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.737861932680115
"STANDING" 1 "meanFrequencyBodyAccelerationMagnitudeMean" -0.478448523354179
"STANDING" 1 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.589710231217867
"STANDING" 1 "meanFrequencyBodyAccelerationMean-X" -0.531895161258213
"STANDING" 1 "meanFrequencyBodyAccelerationMean-Y" -0.406435448904438
"STANDING" 1 "meanFrequencyBodyAccelerationMean-Z" -0.596411165253602
"STANDING" 1 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.553060616663401
"STANDING" 1 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.390150939647061
"STANDING" 1 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.498583091676081
"STANDING" 1 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.499075765624092
"STANDING" 1 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.541823079570029
"STANDING" 1 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.645970655298847
"STANDING" 1 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.685811262634006
"STANDING" 1 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.535002770337752
"STANDING" 1 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.566576670397695
"STANDING" 1 "meanFrequencyBodyGyroscopeMean-X" -0.623219182311527
"STANDING" 1 "meanFrequencyBodyGyroscopeMean-Y" -0.505309434070029
"STANDING" 1 "meanFrequencyBodyGyroscopeMean-Z" -0.553529065425648
"STANDING" 1 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.708263420861671
"STANDING" 1 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.429825832648703
"STANDING" 1 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.650476162132565
"STANDING" 1 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.545431612066571
"STANDING" 1 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.515922167555159
"STANDING" 1 "meanTimeBodyAccelerationJerkMean-X" 0.0770930495126801
"STANDING" 1 "meanTimeBodyAccelerationJerkMean-Y" 0.0165908438802305
"STANDING" 1 "meanTimeBodyAccelerationJerkMean-Z" -0.00910758730117003
"STANDING" 1 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.524721922818732
"STANDING" 1 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.470412403511239
"STANDING" 1 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.717322274881844
"STANDING" 1 "meanTimeBodyAccelerationMagnitudeMean" -0.453632943768818
"STANDING" 1 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.497096402038329
"STANDING" 1 "meanTimeBodyAccelerationMean-X" 0.265696920582133
"STANDING" 1 "meanTimeBodyAccelerationMean-Y" -0.0182981725176081
"STANDING" 1 "meanTimeBodyAccelerationMean-Z" -0.10784573454611
"STANDING" 1 "meanTimeBodyAccelerationStandardDeviation-X" -0.545795331328326
"STANDING" 1 "meanTimeBodyAccelerationStandardDeviation-Y" -0.367716218227378
"STANDING" 1 "meanTimeBodyAccelerationStandardDeviation-Z" -0.502645746562824
"STANDING" 1 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.639517432642651
"STANDING" 1 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.652050770910663
"STANDING" 1 "meanTimeBodyGyroscopeJerkMean-X" -0.0971120197265994
"STANDING" 1 "meanTimeBodyGyroscopeJerkMean-Y" -0.0417164808293948
"STANDING" 1 "meanTimeBodyGyroscopeJerkMean-Z" -0.0471393985477522
"STANDING" 1 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.637812687210375
"STANDING" 1 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.634472244550432
"STANDING" 1 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.664591977786455
"STANDING" 1 "meanTimeBodyGyroscopeMagnitudeMean" -0.475404785802305
"STANDING" 1 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.499839593745821
"STANDING" 1 "meanTimeBodyGyroscopeMean-X" -0.0208764064320173
"STANDING" 1 "meanTimeBodyGyroscopeMean-Y" -0.0880722729400576
"STANDING" 1 "meanTimeBodyGyroscopeMean-Z" 0.0862641666597983
"STANDING" 1 "meanTimeBodyGyroscopeStandardDeviation-X" -0.686555715201729
"STANDING" 1 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.450979810499568
"STANDING" 1 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.597496136795101
"STANDING" 1 "meanTimeGravityAccelerationMagnitudeMean" -0.453632943768818
"STANDING" 1 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.497096402038329
"STANDING" 1 "meanTimeGravityAccelerationMean-X" 0.744867411573487
"STANDING" 1 "meanTimeGravityAccelerationMean-Y" -0.0825562579855908
"STANDING" 1 "meanTimeGravityAccelerationMean-Z" 0.072339870389049
"STANDING" 1 "meanTimeGravityAccelerationStandardDeviation-X" -0.959859435936599
"STANDING" 1 "meanTimeGravityAccelerationStandardDeviation-Y" -0.951150627458213
"STANDING" 1 "meanTimeGravityAccelerationStandardDeviation-Z" -0.925817590867435
"STANDING" 3 "meanFrequencyBodyAccelerationJerkMean-X" -0.645893496630499
"STANDING" 3 "meanFrequencyBodyAccelerationJerkMean-Y" -0.582949919157742
"STANDING" 3 "meanFrequencyBodyAccelerationJerkMean-Z" -0.780101644193548
"STANDING" 3 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.657844055881525
"STANDING" 3 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.559851186088408
"STANDING" 3 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.81080601659824
"STANDING" 3 "meanFrequencyBodyAccelerationMagnitudeMean" -0.579076453758064
"STANDING" 3 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.663079838985044
"STANDING" 3 "meanFrequencyBodyAccelerationMean-X" -0.625733289873607
"STANDING" 3 "meanFrequencyBodyAccelerationMean-Y" -0.501779938505279
"STANDING" 3 "meanFrequencyBodyAccelerationMean-Z" -0.699656828592375
"STANDING" 3 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.623805015199413
"STANDING" 3 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.502753639795894
"STANDING" 3 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.657443765803519
"STANDING" 3 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.604752108072727
"STANDING" 3 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.615643694857361
"STANDING" 3 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.810085498651026
"STANDING" 3 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.810032718739003
"STANDING" 3 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.716822144279179
"STANDING" 3 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.703839403007038
"STANDING" 3 "meanFrequencyBodyGyroscopeMean-X" -0.642097719778592
"STANDING" 3 "meanFrequencyBodyGyroscopeMean-Y" -0.775144985073314
"STANDING" 3 "meanFrequencyBodyGyroscopeMean-Z" -0.670734708996481
"STANDING" 3 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.719276622702346
"STANDING" 3 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.758505287214076
"STANDING" 3 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.751008875659824
"STANDING" 3 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.650182434328446
"STANDING" 3 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.607658214170381
"STANDING" 3 "meanTimeBodyAccelerationJerkMean-X" 0.0701731261988856
"STANDING" 3 "meanTimeBodyAccelerationJerkMean-Y" 0.0144664329060411
"STANDING" 3 "meanTimeBodyAccelerationJerkMean-Z" -0.000526818872875366
"STANDING" 3 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.635484688041056
"STANDING" 3 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.55721186773783
"STANDING" 3 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.796066240234604
"STANDING" 3 "meanTimeBodyAccelerationMagnitudeMean" -0.563140802770059
"STANDING" 3 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.591224780306452
"STANDING" 3 "meanTimeBodyAccelerationMean-X" 0.273428719636364
"STANDING" 3 "meanTimeBodyAccelerationMean-Y" -0.017856067384956
"STANDING" 3 "meanTimeBodyAccelerationMean-Z" -0.106492632429097
"STANDING" 3 "meanTimeBodyAccelerationStandardDeviation-X" -0.623413602046921
"STANDING" 3 "meanTimeBodyAccelerationStandardDeviation-Y" -0.480015920697654
"STANDING" 3 "meanTimeBodyAccelerationStandardDeviation-Z" -0.653625579293255
"STANDING" 3 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.784056656246334
"STANDING" 3 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.80366136372434
"STANDING" 3 "meanTimeBodyGyroscopeJerkMean-X" -0.0991554609633431
"STANDING" 3 "meanTimeBodyGyroscopeJerkMean-Y" -0.0401923943695015
"STANDING" 3 "meanTimeBodyGyroscopeJerkMean-Z" -0.0521178264170088
"STANDING" 3 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.689328428607038
"STANDING" 3 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.842659862111437
"STANDING" 3 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.743028500565982
"STANDING" 3 "meanTimeBodyGyroscopeMagnitudeMean" -0.643150121648094
"STANDING" 3 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.674010290979472
"STANDING" 3 "meanTimeBodyGyroscopeMean-X" -0.0248490682828446
"STANDING" 3 "meanTimeBodyGyroscopeMean-Y" -0.0743565308442815
"STANDING" 3 "meanTimeBodyGyroscopeMean-Z" 0.0866875497119062
"STANDING" 3 "meanTimeBodyGyroscopeStandardDeviation-X" -0.699262195705865
"STANDING" 3 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.76302218170088
"STANDING" 3 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.709483440322581
"STANDING" 3 "meanTimeGravityAccelerationMagnitudeMean" -0.563140802770059
"STANDING" 3 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.591224780306452
"STANDING" 3 "meanTimeGravityAccelerationMean-X" 0.707814353343108
"STANDING" 3 "meanTimeGravityAccelerationMean-Y" -0.0260590480328739
"STANDING" 3 "meanTimeGravityAccelerationMean-Z" 0.0480937904190616
